title,couplet number,couplet,itemized,itemized_no_punc,annotated,annotated_no_punc
Sonnet III,6,"  But if thou live, remember'd not to be,/  Die single, and thine image dies with thee.","('but', 'if', 'thou', 'live', ',', ""remember'd"", 'not', 'to', 'be', ',', '/', 'die', 'single', ',', 'and', 'thine', 'image', 'dies', 'with', 'thee', '.')","('', '', 'but', 'if', 'thou', 'live', '', ""remember'd"", 'not', 'to', 'be', '', '', '', 'die', 'single', '', 'and', 'thine', 'image', 'dies', 'with', 'thee', '')","(('but', 1), ('if', 1), ('thou', 1), ('live', 1), (',', 0), (""remember'd"", None), ('not', 1), ('to', 1), ('be', 1), (',', 0), ('/', 0), ('die', 1), ('single', 2), (',', 0), ('and', 1), ('thine', 1), ('image', 2), ('dies', 1), ('with', 1), ('thee', 1), ('.', 0))","(('', None), ('', None), ('but', 1), ('if', 1), ('thou', 1), ('live', 1), ('', None), (""remember'd"", None), ('not', 1), ('to', 1), ('be', 1), ('', None), ('', None), ('', None), ('die', 1), ('single', 2), ('', None), ('and', 1), ('thine', 1), ('image', 2), ('dies', 1), ('with', 1), ('thee', 1), ('', None))"
Sonnet IV,0,"Unthrifty loveliness, why dost thou spend/Upon thyself thy beauty's legacy?","('unthrifty', 'loveliness', ',', 'why', 'dost', 'thou', 'spend', '/', 'upon', 'thyself', 'thy', ""beauty's"", 'legacy', '?')","('unthrifty', 'loveliness', '', 'why', 'dost', 'thou', 'spend', 'upon', 'thyself', 'thy', ""beauty's"", 'legacy?')","(('unthrifty', None), ('loveliness', None), (',', 0), ('why', 1), ('dost', 1), ('thou', 1), ('spend', 1), ('/', 0), ('upon', 2), ('thyself', 2), ('thy', 1), (""beauty's"", None), ('legacy', 3), ('?', None))","(('unthrifty', None), ('loveliness', None), ('', None), ('why', 1), ('dost', 1), ('thou', 1), ('spend', 1), ('upon', 2), ('thyself', 2), ('thy', 1), (""beauty's"", None), ('legacy?', None))"
Sonnet IV,1,"Nature's bequest gives nothing but doth lend,/And being frank she lends to those are free.","(""nature's"", 'bequest', 'gives', 'nothing', 'but', 'doth', 'lend', ',', '/', 'and', 'being', 'frank', 'she', 'lends', 'to', 'those', 'are', 'free', '.')","(""nature's"", 'bequest', 'gives', 'nothing', 'but', 'doth', 'lend', '', 'and', 'being', 'frank', 'she', 'lends', 'to', 'those', 'are', 'free', '')","((""nature's"", 2), ('bequest', 2), ('gives', 1), ('nothing', 2), ('but', 1), ('doth', 1), ('lend', 1), (',', 0), ('/', 0), ('and', 1), ('being', 2), ('frank', 1), ('she', 1), ('lends', 1), ('to', 1), ('those', 1), ('are', 1), ('free', 1), ('.', 0))","((""nature's"", 2), ('bequest', 2), ('gives', 1), ('nothing', 2), ('but', 1), ('doth', 1), ('lend', 1), ('', None), ('and', 1), ('being', 2), ('frank', 1), ('she', 1), ('lends', 1), ('to', 1), ('those', 1), ('are', 1), ('free', 1), ('', None))"
Sonnet IV,2,"Then, beauteous niggard, why dost thou abuse/The bounteous largess given thee to give?","('then', ',', 'beauteous', 'niggard', ',', 'why', 'dost', 'thou', 'abuse', '/', 'the', 'bounteous', 'largess', 'given', 'thee', 'to', 'give', '?')","('then', '', 'beauteous', 'niggard', '', 'why', 'dost', 'thou', 'abuse', 'the', 'bounteous', 'largess', 'given', 'thee', 'to', 'give?')","(('then', 1), (',', 0), ('beauteous', None), ('niggard', 2), (',', 0), ('why', 1), ('dost', 1), ('thou', 1), ('abuse', 2), ('/', 0), ('the', 1), ('bounteous', None), ('largess', 2), ('given', 2), ('thee', 1), ('to', 1), ('give', 1), ('?', None))","(('then', 1), ('', None), ('beauteous', None), ('niggard', 2), ('', None), ('why', 1), ('dost', 1), ('thou', 1), ('abuse', 2), ('the', 1), ('bounteous', None), ('largess', 2), ('given', 2), ('thee', 1), ('to', 1), ('give?', None))"
Sonnet IV,3,"Profitless usurer, why dost thou use/So great a sum of sums, yet canst not live?","('profitless', 'usurer', ',', 'why', 'dost', 'thou', 'use', '/', 'so', 'great', 'a', 'sum', 'of', 'sums', ',', 'yet', 'canst', 'not', 'live', '?')","('profitless', 'usurer', '', 'why', 'dost', 'thou', 'use', 'so', 'great', 'a', 'sum', 'of', 'sums', '', 'yet', 'canst', 'not', 'live?')","(('profitless', None), ('usurer', None), (',', 0), ('why', 1), ('dost', 1), ('thou', 1), ('use', 1), ('/', 0), ('so', 1), ('great', 1), ('a', 1), ('sum', 1), ('of', 1), ('sums', 1), (',', 0), ('yet', 1), ('canst', None), ('not', 1), ('live', 1), ('?', None))","(('profitless', None), ('usurer', None), ('', None), ('why', 1), ('dost', 1), ('thou', 1), ('use', 1), ('so', 1), ('great', 1), ('a', 1), ('sum', 1), ('of', 1), ('sums', 1), ('', None), ('yet', 1), ('canst', None), ('not', 1), ('live?', None))"
Sonnet IV,4,"For having traffic with thyself alone,/Thou of thyself thy sweet self dost deceive.","('for', 'having', 'traffic', 'with', 'thyself', 'alone', ',', '/', 'thou', 'of', 'thyself', 'thy', 'sweet', 'self', 'dost', 'deceive', '.')","('for', 'having', 'traffic', 'with', 'thyself', 'alone', '', 'thou', 'of', 'thyself', 'thy', 'sweet', 'self', 'dost', 'deceive', '')","(('for', 1), ('having', 2), ('traffic', 2), ('with', 1), ('thyself', 2), ('alone', 2), (',', 0), ('/', 0), ('thou', 1), ('of', 1), ('thyself', 2), ('thy', 1), ('sweet', 1), ('self', 1), ('dost', 1), ('deceive', 2), ('.', 0))","(('for', 1), ('having', 2), ('traffic', 2), ('with', 1), ('thyself', 2), ('alone', 2), ('', None), ('thou', 1), ('of', 1), ('thyself', 2), ('thy', 1), ('sweet', 1), ('self', 1), ('dost', 1), ('deceive', 2), ('', None))"
Sonnet IV,5,"Then how, when nature calls thee to be gone,/What acceptable audit canst thou leave?","('then', 'how', ',', 'when', 'nature', 'calls', 'thee', 'to', 'be', 'gone', ',', '/', 'what', 'acceptable', 'audit', 'canst', 'thou', 'leave', '?')","('then', 'how', '', 'when', 'nature', 'calls', 'thee', 'to', 'be', 'gone', '', 'what', 'acceptable', 'audit', 'canst', 'thou', 'leave?')","(('then', 1), ('how', 1), (',', 0), ('when', 1), ('nature', 2), ('calls', 1), ('thee', 1), ('to', 1), ('be', 1), ('gone', 1), (',', 0), ('/', 0), ('what', 1), ('acceptable', 4), ('audit', 2), ('canst', None), ('thou', 1), ('leave', 1), ('?', None))","(('then', 1), ('how', 1), ('', None), ('when', 1), ('nature', 2), ('calls', 1), ('thee', 1), ('to', 1), ('be', 1), ('gone', 1), ('', None), ('what', 1), ('acceptable', 4), ('audit', 2), ('canst', None), ('thou', 1), ('leave?', None))"
Sonnet IV,6,"  Thy unused beauty must be tomb'd with thee,/  Which, used, lives th' executor to be.","('thy', 'unused', 'beauty', 'must', 'be', ""tomb'd"", 'with', 'thee', ',', '/', 'which', ',', 'used', ',', 'lives', ""th'"", 'executor', 'to', 'be', '.')","('', '', 'thy', 'unused', 'beauty', 'must', 'be', ""tomb'd"", 'with', 'thee', '', '', '', 'which', '', 'used', '', 'lives', ""th'"", 'executor', 'to', 'be', '')","(('thy', 1), ('unused', 2), ('beauty', 2), ('must', 1), ('be', 1), (""tomb'd"", None), ('with', 1), ('thee', 1), (',', 0), ('/', 0), ('which', 1), (',', 0), ('used', 1), (',', 0), ('lives', 1), (""th'"", None), ('executor', 4), ('to', 1), ('be', 1), ('.', 0))","(('', None), ('', None), ('thy', 1), ('unused', 2), ('beauty', 2), ('must', 1), ('be', 1), (""tomb'd"", None), ('with', 1), ('thee', 1), ('', None), ('', None), ('', None), ('which', 1), ('', None), ('used', 1), ('', None), ('lives', 1), (""th'"", None), ('executor', 4), ('to', 1), ('be', 1), ('', None))"
Sonnet V,0,"Those hours, that with gentle work did frame/The lovely gaze where every eye doth dwell,","('those', 'hours', ',', 'that', 'with', 'gentle', 'work', 'did', 'frame', '/', 'the', 'lovely', 'gaze', 'where', 'every', 'eye', 'doth', 'dwell', ',')","('those', 'hours', '', 'that', 'with', 'gentle', 'work', 'did', 'frame', 'the', 'lovely', 'gaze', 'where', 'every', 'eye', 'doth', 'dwell', '')","(('those', 1), ('hours', 2), (',', 0), ('that', 1), ('with', 1), ('gentle', 2), ('work', 1), ('did', 1), ('frame', 1), ('/', 0), ('the', 1), ('lovely', 2), ('gaze', 1), ('where', 1), ('every', 3), ('eye', 1), ('doth', 1), ('dwell', 1), (',', 0))","(('those', 1), ('hours', 2), ('', None), ('that', 1), ('with', 1), ('gentle', 2), ('work', 1), ('did', 1), ('frame', 1), ('the', 1), ('lovely', 2), ('gaze', 1), ('where', 1), ('every', 3), ('eye', 1), ('doth', 1), ('dwell', 1), ('', None))"
Sonnet V,1,Will play the tyrants to the very same/And that unfair which fairly doth excel:,"('will', 'play', 'the', 'tyrants', 'to', 'the', 'very', 'same', '/', 'and', 'that', 'unfair', 'which', 'fairly', 'doth', 'excel', ':')","('will', 'play', 'the', 'tyrants', 'to', 'the', 'very', 'same', 'and', 'that', 'unfair', 'which', 'fairly', 'doth', 'excel', '')","(('will', 1), ('play', 1), ('the', 1), ('tyrants', 2), ('to', 1), ('the', 1), ('very', 2), ('same', 1), ('/', 0), ('and', 1), ('that', 1), ('unfair', 2), ('which', 1), ('fairly', 2), ('doth', 1), ('excel', 2), (':', None))","(('will', 1), ('play', 1), ('the', 1), ('tyrants', 2), ('to', 1), ('the', 1), ('very', 2), ('same', 1), ('and', 1), ('that', 1), ('unfair', 2), ('which', 1), ('fairly', 2), ('doth', 1), ('excel', 2), ('', None))"
Sonnet V,2,For never-resting time leads summer on/To hideous winter and confounds him there;,"('for', 'never', '-', 'resting', 'time', 'leads', 'summer', 'on', '/', 'to', 'hideous', 'winter', 'and', 'confounds', 'him', 'there', ';')","('for', 'never', 'resting', 'time', 'leads', 'summer', 'on', 'to', 'hideous', 'winter', 'and', 'confounds', 'him', 'there;')","(('for', 1), ('never', 2), ('-', 0), ('resting', 2), ('time', 1), ('leads', 1), ('summer', 2), ('on', 1), ('/', 0), ('to', 1), ('hideous', 3), ('winter', 2), ('and', 1), ('confounds', 2), ('him', 1), ('there', 1), (';', 0))","(('for', 1), ('never', 2), ('resting', 2), ('time', 1), ('leads', 1), ('summer', 2), ('on', 1), ('to', 1), ('hideous', 3), ('winter', 2), ('and', 1), ('confounds', 2), ('him', 1), ('there;', None))"
Sonnet V,3,"Sap cheque'd with frost and lusty leaves quite gone,/Beauty o'ersnow'd and bareness every where:","('sap', ""cheque'd"", 'with', 'frost', 'and', 'lusty', 'leaves', 'quite', 'gone', ',', '/', 'beauty', ""o'ersnow'd"", 'and', 'bareness', 'every', 'where', ':')","('sap', ""cheque'd"", 'with', 'frost', 'and', 'lusty', 'leaves', 'quite', 'gone', '', 'beauty', ""o'ersnow'd"", 'and', 'bareness', 'every', 'where', '')","(('sap', 1), (""cheque'd"", None), ('with', 1), ('frost', 1), ('and', 1), ('lusty', 2), ('leaves', 1), ('quite', 1), ('gone', 1), (',', 0), ('/', 0), ('beauty', 2), (""o'ersnow'd"", None), ('and', 1), ('bareness', None), ('every', 3), ('where', 1), (':', None))","(('sap', 1), (""cheque'd"", None), ('with', 1), ('frost', 1), ('and', 1), ('lusty', 2), ('leaves', 1), ('quite', 1), ('gone', 1), ('', None), ('beauty', 2), (""o'ersnow'd"", None), ('and', 1), ('bareness', None), ('every', 3), ('where', 1), ('', None))"
Sonnet V,4,"Then, were not summer's distillation left,/A liquid prisoner pent in walls of glass,","('then', ',', 'were', 'not', ""summer's"", 'distillation', 'left', ',', '/', 'a', 'liquid', 'prisoner', 'pent', 'in', 'walls', 'of', 'glass', ',')","('then', '', 'were', 'not', ""summer's"", 'distillation', 'left', '', 'a', 'liquid', 'prisoner', 'pent', 'in', 'walls', 'of', 'glass', '')","(('then', 1), (',', 0), ('were', 1), ('not', 1), (""summer's"", 2), ('distillation', 4), ('left', 1), (',', 0), ('/', 0), ('a', 1), ('liquid', 2), ('prisoner', 3), ('pent', 1), ('in', 1), ('walls', 1), ('of', 1), ('glass', 1), (',', 0))","(('then', 1), ('', None), ('were', 1), ('not', 1), (""summer's"", 2), ('distillation', 4), ('left', 1), ('', None), ('a', 1), ('liquid', 2), ('prisoner', 3), ('pent', 1), ('in', 1), ('walls', 1), ('of', 1), ('glass', 1), ('', None))"
Sonnet V,5,"Beauty's effect with beauty were bereft,/Nor it nor no remembrance what it was:","(""beauty's"", 'effect', 'with', 'beauty', 'were', 'bereft', ',', '/', 'nor', 'it', 'nor', 'no', 'remembrance', 'what', 'it', 'was', ':')","(""beauty's"", 'effect', 'with', 'beauty', 'were', 'bereft', '', 'nor', 'it', 'nor', 'no', 'remembrance', 'what', 'it', 'was', '')","((""beauty's"", None), ('effect', 2), ('with', 1), ('beauty', 2), ('were', 1), ('bereft', 2), (',', 0), ('/', 0), ('nor', 1), ('it', 1), ('nor', 1), ('no', 1), ('remembrance', 3), ('what', 1), ('it', 1), ('was', 1), (':', None))","((""beauty's"", None), ('effect', 2), ('with', 1), ('beauty', 2), ('were', 1), ('bereft', 2), ('', None), ('nor', 1), ('it', 1), ('nor', 1), ('no', 1), ('remembrance', 3), ('what', 1), ('it', 1), ('was', 1), ('', None))"
Sonnet V,6,"  But flowers distill'd though they with winter meet,/  Leese but their show; their substance still lives sweet.","('but', 'flowers', ""distill'd"", 'though', 'they', 'with', 'winter', 'meet', ',', '/', 'leese', 'but', 'their', 'show', ';', 'their', 'substance', 'still', 'lives', 'sweet', '.')","('', '', 'but', 'flowers', ""distill'd"", 'though', 'they', 'with', 'winter', 'meet', '', '', '', 'leese', 'but', 'their', 'show;', 'their', 'substance', 'still', 'lives', 'sweet', '')","(('but', 1), ('flowers', 2), (""distill'd"", None), ('though', 1), ('they', 1), ('with', 1), ('winter', 2), ('meet', 1), (',', 0), ('/', 0), ('leese', 1), ('but', 1), ('their', 1), ('show', 1), (';', 0), ('their', 1), ('substance', 2), ('still', 1), ('lives', 1), ('sweet', 1), ('.', 0))","(('', None), ('', None), ('but', 1), ('flowers', 2), (""distill'd"", None), ('though', 1), ('they', 1), ('with', 1), ('winter', 2), ('meet', 1), ('', None), ('', None), ('', None), ('leese', 1), ('but', 1), ('their', 1), ('show;', None), ('their', 1), ('substance', 2), ('still', 1), ('lives', 1), ('sweet', 1), ('', None))"
Sonnet VI,0,"Then let not winter's ragged hand deface/In thee thy summer, ere thou be distill'd:","('then', 'let', 'not', ""winter's"", 'ragged', 'hand', 'deface', '/', 'in', 'thee', 'thy', 'summer', ',', 'ere', 'thou', 'be', ""distill'd"", ':')","('then', 'let', 'not', ""winter's"", 'ragged', 'hand', 'deface', 'in', 'thee', 'thy', 'summer', '', 'ere', 'thou', 'be', ""distill'd"", '')","(('then', 1), ('let', 1), ('not', 1), (""winter's"", 2), ('ragged', 2), ('hand', 1), ('deface', 2), ('/', 0), ('in', 1), ('thee', 1), ('thy', 1), ('summer', 2), (',', 0), ('ere', 1), ('thou', 1), ('be', 1), (""distill'd"", None), (':', None))","(('then', 1), ('let', 1), ('not', 1), (""winter's"", 2), ('ragged', 2), ('hand', 1), ('deface', 2), ('in', 1), ('thee', 1), ('thy', 1), ('summer', 2), ('', None), ('ere', 1), ('thou', 1), ('be', 1), (""distill'd"", None), ('', None))"
Sonnet VI,1,"Make sweet some vial; treasure thou some place/With beauty's treasure, ere it be self-kill'd.","('make', 'sweet', 'some', 'vial', ';', 'treasure', 'thou', 'some', 'place', '/', 'with', ""beauty's"", 'treasure', ',', 'ere', 'it', 'be', 'self', '-', ""kill'd"", '.')","('make', 'sweet', 'some', 'vial;', 'treasure', 'thou', 'some', 'place', 'with', ""beauty's"", 'treasure', '', 'ere', 'it', 'be', 'self', ""kill'd"", '')","(('make', 1), ('sweet', 1), ('some', 1), ('vial', 2), (';', 0), ('treasure', 2), ('thou', 1), ('some', 1), ('place', 1), ('/', 0), ('with', 1), (""beauty's"", None), ('treasure', 2), (',', 0), ('ere', 1), ('it', 1), ('be', 1), ('self', 1), ('-', 0), (""kill'd"", None), ('.', 0))","(('make', 1), ('sweet', 1), ('some', 1), ('vial;', None), ('treasure', 2), ('thou', 1), ('some', 1), ('place', 1), ('with', 1), (""beauty's"", None), ('treasure', 2), ('', None), ('ere', 1), ('it', 1), ('be', 1), ('self', 1), (""kill'd"", None), ('', None))"
Sonnet VI,2,"That use is not forbidden usury,/Which happies those that pay the willing loan;","('that', 'use', 'is', 'not', 'forbidden', 'usury', ',', '/', 'which', 'happies', 'those', 'that', 'pay', 'the', 'willing', 'loan', ';')","('that', 'use', 'is', 'not', 'forbidden', 'usury', '', 'which', 'happies', 'those', 'that', 'pay', 'the', 'willing', 'loan;')","(('that', 1), ('use', 1), ('is', 1), ('not', 1), ('forbidden', 3), ('usury', 3), (',', 0), ('/', 0), ('which', 1), ('happies', None), ('those', 1), ('that', 1), ('pay', 1), ('the', 1), ('willing', 2), ('loan', 1), (';', 0))","(('that', 1), ('use', 1), ('is', 1), ('not', 1), ('forbidden', 3), ('usury', 3), ('', None), ('which', 1), ('happies', None), ('those', 1), ('that', 1), ('pay', 1), ('the', 1), ('willing', 2), ('loan;', None))"
Sonnet VI,3,"That's for thyself to breed another thee,/Or ten times happier, be it ten for one;","(""that's"", 'for', 'thyself', 'to', 'breed', 'another', 'thee', ',', '/', 'or', 'ten', 'times', 'happier', ',', 'be', 'it', 'ten', 'for', 'one', ';')","(""that's"", 'for', 'thyself', 'to', 'breed', 'another', 'thee', '', 'or', 'ten', 'times', 'happier', '', 'be', 'it', 'ten', 'for', 'one;')","((""that's"", 1), ('for', 1), ('thyself', 2), ('to', 1), ('breed', 1), ('another', 3), ('thee', 1), (',', 0), ('/', 0), ('or', 1), ('ten', 1), ('times', 1), ('happier', 3), (',', 0), ('be', 1), ('it', 1), ('ten', 1), ('for', 1), ('one', 1), (';', 0))","((""that's"", 1), ('for', 1), ('thyself', 2), ('to', 1), ('breed', 1), ('another', 3), ('thee', 1), ('', None), ('or', 1), ('ten', 1), ('times', 1), ('happier', 3), ('', None), ('be', 1), ('it', 1), ('ten', 1), ('for', 1), ('one;', None))"
Sonnet VI,4,"Ten times thyself were happier than thou art,/If ten of thine ten times refigured thee:","('ten', 'times', 'thyself', 'were', 'happier', 'than', 'thou', 'art', ',', '/', 'if', 'ten', 'of', 'thine', 'ten', 'times', 'refigured', 'thee', ':')","('ten', 'times', 'thyself', 'were', 'happier', 'than', 'thou', 'art', '', 'if', 'ten', 'of', 'thine', 'ten', 'times', 'refigured', 'thee', '')","(('ten', 1), ('times', 1), ('thyself', 2), ('were', 1), ('happier', 3), ('than', 1), ('thou', 1), ('art', 1), (',', 0), ('/', 0), ('if', 1), ('ten', 1), ('of', 1), ('thine', 1), ('ten', 1), ('times', 1), ('refigured', None), ('thee', 1), (':', None))","(('ten', 1), ('times', 1), ('thyself', 2), ('were', 1), ('happier', 3), ('than', 1), ('thou', 1), ('art', 1), ('', None), ('if', 1), ('ten', 1), ('of', 1), ('thine', 1), ('ten', 1), ('times', 1), ('refigured', None), ('thee', 1), ('', None))"
Sonnet VI,5,"Then what could death do, if thou shouldst depart,/Leaving thee living in posterity?","('then', 'what', 'could', 'death', 'do', ',', 'if', 'thou', 'shouldst', 'depart', ',', '/', 'leaving', 'thee', 'living', 'in', 'posterity', '?')","('then', 'what', 'could', 'death', 'do', '', 'if', 'thou', 'shouldst', 'depart', '', 'leaving', 'thee', 'living', 'in', 'posterity?')","(('then', 1), ('what', 1), ('could', 1), ('death', 1), ('do', 1), (',', 0), ('if', 1), ('thou', 1), ('shouldst', None), ('depart', 2), (',', 0), ('/', 0), ('leaving', 2), ('thee', 1), ('living', 2), ('in', 1), ('posterity', 4), ('?', None))","(('then', 1), ('what', 1), ('could', 1), ('death', 1), ('do', 1), ('', None), ('if', 1), ('thou', 1), ('shouldst', None), ('depart', 2), ('', None), ('leaving', 2), ('thee', 1), ('living', 2), ('in', 1), ('posterity?', None))"
Sonnet VI,6,"  Be not self-will'd, for thou art much too fair/  To be death's conquest and make worms thine heir.","('be', 'not', 'self', '-', ""will'd"", ',', 'for', 'thou', 'art', 'much', 'too', 'fair', '/', 'to', 'be', ""death's"", 'conquest', 'and', 'make', 'worms', 'thine', 'heir', '.')","('', '', 'be', 'not', 'self', ""will'd"", '', 'for', 'thou', 'art', 'much', 'too', 'fair', '', '', 'to', 'be', ""death's"", 'conquest', 'and', 'make', 'worms', 'thine', 'heir', '')","(('be', 1), ('not', 1), ('self', 1), ('-', 0), (""will'd"", None), (',', 0), ('for', 1), ('thou', 1), ('art', 1), ('much', 1), ('too', 1), ('fair', 1), ('/', 0), ('to', 1), ('be', 1), (""death's"", 1), ('conquest', 2), ('and', 1), ('make', 1), ('worms', 1), ('thine', 1), ('heir', 1), ('.', 0))","(('', None), ('', None), ('be', 1), ('not', 1), ('self', 1), (""will'd"", None), ('', None), ('for', 1), ('thou', 1), ('art', 1), ('much', 1), ('too', 1), ('fair', 1), ('', None), ('', None), ('to', 1), ('be', 1), (""death's"", 1), ('conquest', 2), ('and', 1), ('make', 1), ('worms', 1), ('thine', 1), ('heir', 1), ('', None))"
Sonnet VII,0,"Lo! in the orient when the gracious light/Lifts up his burning head, each under eye","('lo', '!', 'in', 'the', 'orient', 'when', 'the', 'gracious', 'light', '/', 'lifts', 'up', 'his', 'burning', 'head', ',', 'each', 'under', 'eye')","('lo!', 'in', 'the', 'orient', 'when', 'the', 'gracious', 'light', 'lifts', 'up', 'his', 'burning', 'head', '', 'each', 'under', 'eye')","(('lo', 1), ('!', 0), ('in', 1), ('the', 1), ('orient', 3), ('when', 1), ('the', 1), ('gracious', 2), ('light', 1), ('/', 0), ('lifts', 1), ('up', 1), ('his', 1), ('burning', 2), ('head', 1), (',', 0), ('each', 1), ('under', 2), ('eye', 1))","(('lo!', None), ('in', 1), ('the', 1), ('orient', 3), ('when', 1), ('the', 1), ('gracious', 2), ('light', 1), ('lifts', 1), ('up', 1), ('his', 1), ('burning', 2), ('head', 1), ('', None), ('each', 1), ('under', 2), ('eye', 1))"
Sonnet VII,1,"Doth homage to his new-appearing sight,/Serving with looks his sacred majesty;","('doth', 'homage', 'to', 'his', 'new', '-', 'appearing', 'sight', ',', '/', 'serving', 'with', 'looks', 'his', 'sacred', 'majesty', ';')","('doth', 'homage', 'to', 'his', 'new', 'appearing', 'sight', '', 'serving', 'with', 'looks', 'his', 'sacred', 'majesty;')","(('doth', 1), ('homage', 2), ('to', 1), ('his', 1), ('new', 1), ('-', 0), ('appearing', 3), ('sight', 1), (',', 0), ('/', 0), ('serving', 2), ('with', 1), ('looks', 1), ('his', 1), ('sacred', 2), ('majesty', 3), (';', 0))","(('doth', 1), ('homage', 2), ('to', 1), ('his', 1), ('new', 1), ('appearing', 3), ('sight', 1), ('', None), ('serving', 2), ('with', 1), ('looks', 1), ('his', 1), ('sacred', 2), ('majesty;', None))"
Sonnet VII,2,"And having climb'd the steep-up heavenly hill,/Resembling strong youth in his middle age,","('and', 'having', ""climb'd"", 'the', 'steep', '-', 'up', 'heavenly', 'hill', ',', '/', 'resembling', 'strong', 'youth', 'in', 'his', 'middle', 'age', ',')","('and', 'having', ""climb'd"", 'the', 'steep', 'up', 'heavenly', 'hill', '', 'resembling', 'strong', 'youth', 'in', 'his', 'middle', 'age', '')","(('and', 1), ('having', 2), (""climb'd"", None), ('the', 1), ('steep', 1), ('-', 0), ('up', 1), ('heavenly', 3), ('hill', 1), (',', 0), ('/', 0), ('resembling', 4), ('strong', 1), ('youth', 1), ('in', 1), ('his', 1), ('middle', 2), ('age', 1), (',', 0))","(('and', 1), ('having', 2), (""climb'd"", None), ('the', 1), ('steep', 1), ('up', 1), ('heavenly', 3), ('hill', 1), ('', None), ('resembling', 4), ('strong', 1), ('youth', 1), ('in', 1), ('his', 1), ('middle', 2), ('age', 1), ('', None))"
Sonnet VII,3,"yet mortal looks adore his beauty still,/Attending on his golden pilgrimage;","('yet', 'mortal', 'looks', 'adore', 'his', 'beauty', 'still', ',', '/', 'attending', 'on', 'his', 'golden', 'pilgrimage', ';')","('yet', 'mortal', 'looks', 'adore', 'his', 'beauty', 'still', '', 'attending', 'on', 'his', 'golden', 'pilgrimage;')","(('yet', 1), ('mortal', 2), ('looks', 1), ('adore', 2), ('his', 1), ('beauty', 2), ('still', 1), (',', 0), ('/', 0), ('attending', 3), ('on', 1), ('his', 1), ('golden', 2), ('pilgrimage', 3), (';', 0))","(('yet', 1), ('mortal', 2), ('looks', 1), ('adore', 2), ('his', 1), ('beauty', 2), ('still', 1), ('', None), ('attending', 3), ('on', 1), ('his', 1), ('golden', 2), ('pilgrimage;', None))"
Sonnet VII,4,"But when from highmost pitch, with weary car,/Like feeble age, he reeleth from the day,","('but', 'when', 'from', 'highmost', 'pitch', ',', 'with', 'weary', 'car', ',', '/', 'like', 'feeble', 'age', ',', 'he', 'reeleth', 'from', 'the', 'day', ',')","('but', 'when', 'from', 'highmost', 'pitch', '', 'with', 'weary', 'car', '', 'like', 'feeble', 'age', '', 'he', 'reeleth', 'from', 'the', 'day', '')","(('but', 1), ('when', 1), ('from', 1), ('highmost', None), ('pitch', 1), (',', 0), ('with', 1), ('weary', 2), ('car', 1), (',', 0), ('/', 0), ('like', 1), ('feeble', 2), ('age', 1), (',', 0), ('he', 1), ('reeleth', None), ('from', 1), ('the', 1), ('day', 1), (',', 0))","(('but', 1), ('when', 1), ('from', 1), ('highmost', None), ('pitch', 1), ('', None), ('with', 1), ('weary', 2), ('car', 1), ('', None), ('like', 1), ('feeble', 2), ('age', 1), ('', None), ('he', 1), ('reeleth', None), ('from', 1), ('the', 1), ('day', 1), ('', None))"
Sonnet VII,5,"The eyes, 'fore duteous, now converted are/From his low tract and look another way:","('the', 'eyes', ',', ""'fore"", 'duteous', ',', 'now', 'converted', 'are', '/', 'from', 'his', 'low', 'tract', 'and', 'look', 'another', 'way', ':')","('the', 'eyes', '', ""'fore"", 'duteous', '', 'now', 'converted', 'are', 'from', 'his', 'low', 'tract', 'and', 'look', 'another', 'way', '')","(('the', 1), ('eyes', 1), (',', 0), (""'fore"", None), ('duteous', None), (',', 0), ('now', 1), ('converted', 3), ('are', 1), ('/', 0), ('from', 1), ('his', 1), ('low', 1), ('tract', 1), ('and', 1), ('look', 1), ('another', 3), ('way', 1), (':', None))","(('the', 1), ('eyes', 1), ('', None), (""'fore"", None), ('duteous', None), ('', None), ('now', 1), ('converted', 3), ('are', 1), ('from', 1), ('his', 1), ('low', 1), ('tract', 1), ('and', 1), ('look', 1), ('another', 3), ('way', 1), ('', None))"
Sonnet VII,6,"  So thou, thyself out-going in thy noon,/  Unlook'd on diest, unless thou get a son.","('so', 'thou', ',', 'thyself', 'out', '-', 'going', 'in', 'thy', 'noon', ',', '/', ""unlook'd"", 'on', 'diest', ',', 'unless', 'thou', 'get', 'a', 'son', '.')","('', '', 'so', 'thou', '', 'thyself', 'out', 'going', 'in', 'thy', 'noon', '', '', '', ""unlook'd"", 'on', 'diest', '', 'unless', 'thou', 'get', 'a', 'son', '')","(('so', 1), ('thou', 1), (',', 0), ('thyself', 2), ('out', 1), ('-', 0), ('going', 2), ('in', 1), ('thy', 1), ('noon', 1), (',', 0), ('/', 0), (""unlook'd"", None), ('on', 1), ('diest', None), (',', 0), ('unless', 2), ('thou', 1), ('get', 1), ('a', 1), ('son', 1), ('.', 0))","(('', None), ('', None), ('so', 1), ('thou', 1), ('', None), ('thyself', 2), ('out', 1), ('going', 2), ('in', 1), ('thy', 1), ('noon', 1), ('', None), ('', None), ('', None), (""unlook'd"", None), ('on', 1), ('diest', None), ('', None), ('unless', 2), ('thou', 1), ('get', 1), ('a', 1), ('son', 1), ('', None))"
